City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,mahaddayweyne,2.9726,45.5347,82.22,74,14,19.93,SO,1710352071
363,harlingen,26.1906,-97.6961,86.09,76,20,20.71,US,1710351736
364,bor,56.3567,44.0669,33.73,89,85,8.05,RU,1710352072
365,sabzevar,36.2126,57.6819,50.77,42,2,2.8,IR,1710352072
366,kantunilkin,21.0917,-87.45,94.24,33,44,7.78,MX,1710352073
367,baymak,52.5933,58.3225,8.76,97,65,6.2,RU,1710352073
368,wuyishan,28.0047,117.8114,55.44,82,100,3.8,CN,1710352073
369,loango,-4.6719,11.8312,80.26,74,75,12.66,CG,1710352073
370,visakhapatnam,17.69,83.2093,84.09,79,20,5.75,IN,1710351853
371,iquitos,-3.7481,-73.2472,89.64,74,75,4.61,PE,1710352074
372,garden city,42.3256,-83.331,70.77,44,20,5.75,US,1710351969
373,santanyi,39.3546,3.1291,58.39,71,54,5.39,ES,1710352074
374,ballina,-28.8667,153.5667,65.79,70,97,4.18,AU,1710352075
375,cill airne,52.05,-9.5167,46.45,100,100,3.44,IE,1710352075
376,zhezqazghan,47.7833,67.7667,9.57,95,73,5.77,KZ,1710352075
377,kenai,60.5544,-151.2583,27.14,94,20,12.66,US,1710352076
378,red bluff,40.1785,-122.2358,55.85,47,0,14.97,US,1710352076
379,rufino,-34.2683,-62.7126,76.12,87,99,10.56,AR,1710352076
380,mossel bay,-34.1831,22.146,66.13,76,64,6.49,ZA,1710352077
381,karratha,-20.7377,116.8463,84.18,58,100,4.94,AU,1710352077
382,sorong,-0.8833,131.25,80.82,82,90,9.82,ID,1710352077
383,paradip garh,20.3167,86.6167,79.75,84,30,14.88,IN,1710352078
384,dhidhdhoo,6.8833,73.1,82.58,70,5,2.24,MV,1710352078
385,hit,33.6416,42.8251,65.64,23,36,7.23,IQ,1710352078
386,midvagur,62.0511,-7.1939,41.83,93,100,20.71,FO,1710352079
387,san vicente de canete,-13.0751,-76.3835,79.07,73,62,7.85,PE,1710352079
388,lichtenburg,-26.152,26.1597,73.83,31,92,5.82,ZA,1710352079
389,fort mcmurray,56.7268,-111.381,24.39,68,0,9.22,CA,1710351798
390,coahuayana de hidalgo,18.7,-103.6583,89.01,36,66,6.93,MX,1710352080
391,saint johnsbury,44.4192,-72.0151,50.95,42,100,1.01,US,1710352080
392,brisas de zicatela,15.8369,-97.0419,82.92,78,0,6.91,MX,1710352080
393,zaragoza,41.6561,-0.8773,67.48,37,0,9.22,ES,1710352034
394,veraval,20.9,70.3667,73.69,76,0,13.98,IN,1710352081
395,shubarshi,48.5872,57.1869,24.53,94,100,7.14,KZ,1710352081
396,mildura,-34.2,142.15,70.07,65,25,9.84,AU,1710352082
397,groningen,53.25,6.75,52.03,86,100,3.0,NL,1710352019
398,smederevo,44.6628,20.93,49.06,86,100,11.74,RS,1710352082
399,camayenne,9.535,-13.6878,87.89,66,40,13.8,GN,1710352082
400,djibouti,11.5,42.5,74.79,71,13,13.06,DJ,1710352083
401,vavuniya,8.7514,80.4971,69.73,89,44,3.31,LK,1710352083
402,swakopmund,-22.6833,14.5333,72.45,84,50,6.02,NA,1710352083
403,khandyga,62.6667,135.6,-2.04,99,99,0.45,RU,1710352084
404,yigo village,13.5361,144.8886,77.29,87,40,16.11,GU,1710352084
405,broken hill,-31.95,141.4333,77.22,39,91,10.74,AU,1710352049
406,soio,-6.1349,12.3689,83.39,87,86,11.59,AO,1710352085
407,saacow,1.6279,42.4407,85.95,58,62,15.03,SO,1710352085
408,tirebolu,41.0069,38.8139,57.04,59,100,5.53,TR,1710352086
409,am timan,11.0297,20.2827,96.17,11,97,5.82,TD,1710352086
410,menaka,15.9182,2.4022,99.79,14,87,3.44,ML,1710352087
411,cruzeiro do sul,-29.5128,-51.9853,97.52,51,0,5.86,BR,1710352087
412,maloye ganyushkino,46.6,49.2667,32.04,72,6,7.56,KZ,1710352087
413,ostrhauderfehn,53.1333,7.6167,52.18,92,100,9.95,DE,1710352088
414,iquique,-20.2208,-70.1431,75.24,68,60,6.64,CL,1710351838
415,vilyuysk,63.7553,121.6247,-15.0,100,99,1.99,RU,1710352088
416,don sak,9.3168,99.6918,78.78,79,41,9.35,TH,1710352089
417,grants,35.1473,-107.8514,44.83,53,100,17.27,US,1710352089
418,shache,38.4167,77.2406,50.22,28,86,19.04,CN,1710352089
419,agat village,13.3886,144.6585,78.91,87,0,8.05,GU,1710352090
420,laem sing,12.4816,102.0738,80.42,79,87,6.04,TH,1710352090
421,oban,56.4127,-5.4706,47.37,74,46,19.42,GB,1710352091
422,guia lopes da laguna,-21.4578,-56.1142,98.29,36,86,4.54,BR,1710352091
423,hammerfest,70.6634,23.6821,23.45,80,75,3.44,NO,1710352092
424,primorsk,46.7348,36.3443,41.92,58,100,26.26,UA,1710352092
425,nova zagora,42.4833,26.0167,52.07,68,100,4.05,BG,1710352092
426,pekanbaru,0.5333,101.45,79.12,94,40,1.14,ID,1710352093
427,flin flon,54.7682,-101.865,21.04,73,100,5.75,CA,1710351865
428,port augusta,-32.5,137.7667,83.71,36,99,5.5,AU,1710352093
429,gereida,11.2811,25.1414,90.95,20,62,4.63,SD,1710352094
430,rio brilhante,-21.8019,-54.5464,104.47,26,70,2.66,BR,1710352094
431,borgarnes,64.5383,-21.9206,42.85,78,54,10.16,IS,1710352094
432,laguna,38.421,-121.4238,57.15,69,0,13.8,US,1710352095
433,nhlangano,-27.1167,31.2,63.16,89,100,2.51,SZ,1710352095
434,wynyard,-41.0,145.7167,51.04,79,16,6.62,AU,1710352095
435,selkirk,50.1436,-96.8845,38.08,95,100,1.99,CA,1710351939
436,kapuskasing,49.4169,-82.4331,50.0,57,20,5.75,CA,1710352096
437,yanchep,-31.55,115.6833,73.53,78,0,11.5,AU,1710352097
438,polyarnyy,69.1989,33.4478,12.15,90,99,7.36,RU,1710352097
439,tangalle,6.024,80.7911,80.2,74,98,2.35,LK,1710352097
440,port lincoln,-34.7333,135.8667,65.16,87,100,18.63,AU,1710352098
441,kalifornsky,60.4183,-151.29,27.39,96,0,12.66,US,1710352098
442,nahiyat ash shinafiyah,31.5874,44.6602,69.01,16,12,8.08,IQ,1710352098
443,okondja,-0.6549,13.6753,74.23,90,87,0.92,GA,1710352099
444,villa gesell,-37.2639,-56.973,74.05,85,90,11.41,AR,1710352010
445,ceuta,35.8903,-5.3075,62.62,82,100,3.89,ES,1710352099
446,rodino,52.5,80.25,21.61,93,99,11.83,RU,1710352100
447,sault ste. marie,46.5168,-84.3333,54.16,61,0,11.5,CA,1710351837
448,kingston,17.997,-76.7936,90.55,55,20,18.41,JM,1710351983
449,evanston,42.0411,-87.6901,71.15,47,20,9.22,US,1710352101
450,katsuura,35.1333,140.3,46.29,63,89,10.49,JP,1710352101
451,akrehamn,59.2667,5.1833,46.99,87,100,20.71,NO,1710352102
452,ocean shores,46.9737,-124.1563,47.95,89,83,1.99,US,1710352102
453,masyaf,35.0653,36.3406,54.73,52,87,4.97,SY,1710352102
454,sao vicente,-23.9631,-46.3919,91.58,63,100,7.0,BR,1710352092
455,guerrero negro,27.9769,-114.0611,63.77,63,99,19.26,MX,1710351880
456,yangcun,39.3639,117.0603,51.78,28,0,5.12,CN,1710352103
457,kuqa,41.7278,82.9364,49.35,27,75,5.32,CN,1710352103
458,gilgit,35.9221,74.3087,40.77,93,100,0.11,PK,1710351853
459,thinadhoo,0.5333,72.9333,82.24,70,54,4.88,MV,1710352104
460,kencong,-8.2833,113.3667,77.23,90,99,4.56,ID,1710352105
461,victoria point,-27.5833,153.3,73.9,81,72,1.01,AU,1710352105
462,kalaleh,37.3807,55.4916,47.8,66,0,0.0,IR,1710352106
463,rokiskis,55.9667,25.5833,35.87,89,95,6.46,LT,1710352106
464,yuzhno-kurilsk,44.0306,145.8556,25.38,78,32,21.9,RU,1710352107
465,tortoli,39.9256,9.6572,58.82,72,20,10.36,IT,1710352107
466,jawad,24.6,74.85,69.58,32,0,6.38,IN,1710352107
467,nadi,-17.8,177.4167,78.8,94,75,6.91,FJ,1710351948
468,corner brook,48.9667,-57.9484,35.76,90,100,13.89,CA,1710351907
469,lahaina,20.8783,-156.6825,78.8,83,6,3.4,US,1710352108
470,obigarm,38.7173,69.7088,17.28,89,77,6.8,TJ,1710352108
471,turpan,42.9333,89.1667,56.39,31,65,7.74,CN,1710352109
472,mitu,1.1983,-70.1733,85.59,65,98,4.36,CO,1710352109
473,pathri,19.25,76.45,81.9,20,5,8.63,IN,1710352109
474,hami,42.8,93.45,48.47,22,0,1.43,CN,1710352110
475,moncton,46.1159,-64.8019,34.84,93,100,20.71,CA,1710352009
476,smithers,54.7804,-127.1743,32.32,93,75,2.3,CA,1710351913
477,bom jesus,-9.0744,-44.3586,99.81,26,34,5.73,BR,1710352111
478,vazante,-17.9869,-46.9078,87.13,58,8,4.09,BR,1710352111
479,courtenay,49.6866,-124.9936,46.11,62,75,3.44,CA,1710352111
480,nogliki,51.8333,143.1667,5.32,94,81,11.97,RU,1710352112
481,mostovskoy,44.4122,40.7936,47.35,63,100,4.38,RU,1710352112
482,longquan,24.6719,102.1613,52.57,43,0,3.83,CN,1710352112
483,daru,-9.0763,143.2092,79.12,90,100,10.87,PG,1710352112
484,tadine,-21.55,167.8833,78.06,89,92,15.21,NC,1710352113
485,anderson,34.5334,-82.6499,76.24,27,0,1.99,US,1710352113
486,guangming,45.3333,122.7833,34.93,59,55,8.23,CN,1710352113
487,igarka,67.4667,86.5833,3.78,95,100,18.95,RU,1710352114
488,balqash,46.8481,74.995,21.99,84,15,5.26,KZ,1710352114
489,sinjar,36.3209,41.8754,56.75,43,97,7.05,IQ,1710352114
490,qarauyl,48.9451,79.255,17.46,82,24,9.15,KZ,1710352115
491,ksar el kebir,35.0017,-5.9053,62.85,81,94,4.88,MA,1710352115
492,hutchinson,38.0608,-97.9298,64.72,77,75,11.5,US,1710352024
493,juneau,58.3019,-134.4197,35.6,92,100,20.71,US,1710352116
494,york,40.1254,-77.0,69.76,32,0,4.61,US,1710352082
495,koungheul,13.9833,-14.8,103.73,9,36,10.45,SN,1710352116
496,thief river falls,48.1191,-96.1812,43.75,87,0,9.22,US,1710352116
497,saint-philippe,-21.3585,55.7679,78.39,84,63,15.05,RE,1710352117
498,kabansk,52.0486,106.6528,27.43,91,90,8.48,RU,1710352117
499,vorkuta,67.5,64.0,5.88,90,95,16.42,RU,1710352117
500,okhotsk,59.3833,143.3,-9.04,97,43,8.01,RU,1710352117
501,lepsy,46.235,78.9456,31.1,96,84,3.96,KZ,1710352118
502,charters towers,-20.1,146.2667,72.57,76,14,5.84,AU,1710352118
503,redencao,-4.2258,-38.7306,86.05,72,91,6.38,BR,1710352118
504,revelstoke,50.9832,-118.2023,35.62,93,75,0.0,CA,1710352120
505,hobyo,5.3505,48.5268,82.29,69,2,13.98,SO,1710352120
506,konarka,19.9,86.1167,81.16,81,48,15.95,IN,1710352120
507,pyu,18.4833,96.4333,70.66,52,0,5.28,MM,1710352121
508,eyl,7.9803,49.8164,80.64,71,0,13.6,SO,1710352121
509,betio village,1.358,172.9211,82.44,84,100,18.66,KI,1710352121
510,takoradi,4.8845,-1.7554,84.06,78,100,10.87,GH,1710352122
511,arawa,-6.2132,155.5367,77.68,91,100,2.01,PG,1710352122
512,borogontsy,62.6683,131.1683,-20.02,100,100,2.17,RU,1710352122
513,lake havasu city,34.4839,-114.3224,69.22,32,0,8.01,US,1710352123
514,sisimiut,66.9395,-53.6735,21.36,89,22,7.14,GL,1710352123
515,bronderslev,57.2702,9.941,48.06,89,100,16.44,DK,1710352123
516,nema,57.5067,50.5011,29.05,95,100,9.75,RU,1710352123
517,rio grande,-32.035,-52.0986,86.11,68,98,8.21,BR,1710352057
518,opuwo,-18.0607,13.84,79.68,42,56,11.9,NA,1710352124
519,hadibu,12.65,54.0333,79.27,74,0,9.35,YE,1710352125
520,bardai,11.65,7.2333,93.45,14,98,7.92,NG,1710352125
521,masina,-4.3836,15.3914,88.09,62,20,6.91,CD,1710352125
522,kismayo,-0.3582,42.5454,83.71,75,29,12.3,SO,1710352126
523,preobrazheniye,42.9019,133.9064,29.59,70,58,6.06,RU,1710352126
524,sines,37.9562,-8.8698,62.29,75,16,1.99,PT,1710352126
525,quimili,-27.6333,-62.4167,107.67,26,12,16.35,AR,1710352127
526,ixtapa,20.7,-105.2,91.58,27,83,7.2,MX,1710352127
527,robore,-18.3333,-59.75,91.49,58,20,11.5,BO,1710352127
528,tefe,-3.3542,-64.7114,80.71,89,40,3.44,BR,1710352128
529,stanthorpe,-28.6667,151.95,59.41,97,8,6.42,AU,1710352128
530,lhasa,29.65,91.1,39.7,30,1,5.19,CN,1710352128
531,qarazhal,48.0078,70.7903,13.32,96,52,6.73,KZ,1710352128
532,san carlos de bariloche,-41.1456,-71.3082,55.15,54,40,31.07,AR,1710351919
533,halvad,23.0167,71.1833,72.88,57,0,13.65,IN,1710352129
534,saint-joseph,-21.3667,55.6167,77.38,81,49,14.27,RE,1710352129
535,santo amaro da imperatriz,-27.6881,-48.7786,91.65,100,2,6.17,BR,1710352130
536,ingeniero guillermo n. juarez,-23.9,-61.85,108.57,24,16,17.9,AR,1710352130
537,charleston,32.7766,-79.9309,78.82,33,0,10.36,US,1710351862
538,rawlins,41.7911,-107.2387,36.36,75,100,8.05,US,1710352078
539,kapa'a,22.0752,-159.319,71.58,92,20,4.61,US,1710352132
540,batticaloa,7.7102,81.6924,78.33,76,73,3.74,LK,1710352132
541,al kharj,24.155,47.3346,73.98,16,9,10.87,SA,1710352133
542,wenchang,30.904,118.4887,55.18,87,100,2.75,CN,1710352133
543,port victoria,0.0939,33.9756,77.4,66,44,12.03,KE,1710352133
544,goundam,16.4145,-3.6708,96.78,9,55,8.99,ML,1710352133
545,al qadarif,14.0349,35.3834,96.58,12,95,13.87,SD,1710352134
546,kruisfontein,-34.0033,24.7314,67.89,77,48,12.03,ZA,1710352134
547,toliara,-23.35,43.6667,82.11,84,46,2.46,MG,1710352134
548,kattivakkam,13.2167,80.3167,84.29,73,18,14.09,IN,1710352135
549,rundu,-17.9333,19.7667,81.55,31,72,2.86,NA,1710352135
550,rongelap,11.1635,166.8941,79.54,79,100,22.19,MH,1710352135
551,burnie,-41.0667,145.9167,60.46,81,9,6.2,AU,1710352136
552,chongwe,-15.3292,28.682,71.94,81,96,2.66,ZM,1710352136
553,upata,8.0086,-62.3989,92.19,31,34,8.21,VE,1710352136
554,al hudaydah,14.7978,42.9545,83.35,72,14,12.55,YE,1710352137
555,trindade,-16.6494,-49.4889,82.15,64,29,3.69,BR,1710352137
556,verkhnevilyuysk,63.4453,120.3167,-19.07,100,96,1.28,RU,1710352137
557,kayes,14.0,-11.0,103.39,8,59,10.8,ML,1710352138
558,aksu,41.1231,80.2644,50.25,27,100,2.77,CN,1710352138
559,qamdo,31.1667,97.2333,29.3,48,98,3.38,CN,1710352138
560,pointe michel,15.25,-61.3833,82.69,66,7,11.18,DM,1710352139
561,sillod,20.3,75.65,77.38,21,7,8.5,IN,1710352139
562,caconda,-13.7333,15.0667,64.44,88,100,6.96,AO,1710352139
563,pitimbu,-7.4706,-34.8086,88.39,68,98,9.84,BR,1710352140
564,tulun,54.5611,100.5792,20.14,85,94,11.32,RU,1710352140
565,griffith,41.5284,-87.4237,71.26,52,0,4.61,US,1710352140
566,kachug,53.9606,105.8817,26.06,80,100,17.0,RU,1710352141
